eval_level,数据集划分,baseline_name,目标变量,预测天数,row_count,MAE,RMSE,sMAPE
target_variable_horizon,测试,weekday_horizon_mean,MUFL,13,107.0,1.6993633934574255,2.1339840999666526,0.15470025233255227
target_variable_horizon,测试,weekday_horizon_mean,MUFL,14,107.0,1.7213648728201603,2.1505626275145135,0.15726288011026623
target_variable_horizon,测试,weekday_horizon_mean,MULL,1,107.0,0.9905433965741522,1.307124178736241,0.342626187298374
target_variable_horizon,测试,weekday_horizon_mean,MULL,2,107.0,0.9834487654432844,1.2985682573761854,0.344818606654731
target_variable_horizon,测试,weekday_horizon_mean,MULL,3,107.0,0.9735741541152432,1.2830823430711726,0.3455343657147793
target_variable_horizon,测试,weekday_horizon_mean,MULL,4,107.0,0.9786942837693839,1.2818282781342443,0.34937625485239865
target_variable_horizon,测试,weekday_horizon_mean,MULL,5,107.0,0.9866800584172956,1.285502055496902,0.3544327006058516
target_variable_horizon,测试,weekday_horizon_mean,MULL,6,107.0,0.954036908484646,1.2334652477997934,0.34782001171175697
target_variable_horizon,测试,weekday_horizon_mean,MULL,7,107.0,0.9405448149480449,1.213420099252103,0.34761899295086174
target_variable_horizon,测试,weekday_horizon_mean,MULL,8,107.0,0.9333764185337782,1.2052208599693024,0.34787631862324075
target_variable_horizon,测试,weekday_horizon_mean,MULL,9,107.0,0.9366563149627732,1.2106389311392443,0.35061531284787256
target_variable_horizon,测试,weekday_horizon_mean,MULL,10,107.0,0.9516000944693687,1.2289298419254537,0.36352033045037324
target_variable_horizon,测试,weekday_horizon_mean,MULL,11,107.0,0.9574922632939311,1.228772668739277,0.36989614057322173
target_variable_horizon,测试,weekday_horizon_mean,MULL,12,107.0,0.9674371653193362,1.2389153505900135,0.37882405836519295
target_variable_horizon,测试,weekday_horizon_mean,MULL,13,107.0,0.9722155399040397,1.241931026196028,0.3839148341394484
target_variable_horizon,测试,weekday_horizon_mean,MULL,14,107.0,0.9841783551716727,1.2537838590532389,0.3963049376089307
target_variable_horizon,测试,weekday_horizon_mean,OT,1,107.0,13.947285327507037,14.28055115271331,1.0902031884659327
target_variable_horizon,测试,weekday_horizon_mean,OT,2,107.0,13.998001747657117,14.307794109022177,1.0964206402124188
target_variable_horizon,测试,weekday_horizon_mean,OT,3,107.0,14.051906389035167,14.342270104053402,1.103330301284935
target_variable_horizon,测试,weekday_horizon_mean,OT,4,107.0,14.080993546945082,14.357099708524634,1.1087532004563891
target_variable_horizon,测试,weekday_horizon_mean,OT,5,107.0,14.097769130896832,14.372982193792339,1.1136411205059022
target_variable_horizon,测试,weekday_horizon_mean,OT,6,107.0,14.106492547907031,14.377074978804492,1.1179639805340202
target_variable_horizon,测试,weekday_horizon_mean,OT,7,107.0,14.14512484327363,14.398336825527641,1.123743600683569
target_variable_horizon,测试,weekday_horizon_mean,OT,8,107.0,14.173113596689644,14.410449659267481,1.1284480554847691
target_variable_horizon,测试,weekday_horizon_mean,OT,9,107.0,14.149328588988379,14.38287449548508,1.128936988733559
target_variable_horizon,测试,weekday_horizon_mean,OT,10,107.0,14.149035143169632,14.375302219330145,1.131862653588581
target_variable_horizon,测试,weekday_horizon_mean,OT,11,107.0,14.15954106590907,14.376019808094284,1.1350573265207171
target_variable_horizon,测试,weekday_horizon_mean,OT,12,107.0,14.135341426810733,14.351157490340832,1.1348431645209272
